distance,R,G,B,W,C
3,73,21,11,86,R
3,74,21,12,84,R
3,73,21,12,85,R
3,74,20,12,87,R
3,73,20,11,86,R
3,74,20,12,84,R
3,74,21,12,84,R
3,74,21,12,86,R
3,73,20,12,85,R
3,74,20,12,87,R
3,73,20,12,84,R
3,74,21,11,87,R
3,75,20,11,86,R
3,75,20,12,85,R
3,73,21,12,86,R
3,75,20,12,84,R
3,73,21,12,86,R
3,75,21,12,87,R
3,75,21,11,86,R
3,75,20,11,84,R
3,73,21,11,86,R
3,74,21,11,84,R
3,73,21,12,86,R
3,74,21,11,85,R
3,74,21,12,85,R
3,75,20,11,87,R
3,75,21,12,85,R
3,74,21,12,84,R
3,73,20,11,85,R
3,74,21,12,85,R
3,73,21,12,85,R
3,73,21,12,85,R
3,74,20,11,87,R
3,73,21,11,84,R
3,73,20,12,86,R
3,74,21,12,86,R
3,75,20,12,85,R
3,73,20,12,86,R
3,74,21,12,85,R
3,75,21,11,84,R
3,75,20,12,85,R
3,73,20,12,86,R
3,74,21,11,85,R
3,75,21,11,84,R
3,74,20,11,85,R
3,73,20,12,86,R
3,73,20,11,84,R
3,73,20,12,87,R
3,74,21,11,84,R
3,74,20,11,85,R
3,74,21,12,87,R
3,73,21,12,85,R
3,75,20,11,86,R
3,75,20,12,84,R
3,74,20,12,85,R
3,75,21,12,86,R
3,75,20,11,84,R
3,74,20,12,86,R
3,75,21,12,84,R
3,74,21,12,85,R
3,74,20,12,84,R
3,75,20,11,87,R
3,74,20,12,84,R
3,74,20,11,86,R
3,75,20,12,85,R
3,75,20,12,85,R
3,75,20,11,86,R
3,73,20,12,84,R
3,74,21,12,84,R
3,73,21,11,86,R
3,73,21,12,84,R
3,73,20,11,86,R
3,74,20,12,85,R
3,74,20,12,86,R
3,74,20,12,87,R
3,75,20,12,85,R
3,74,21,12,86,R
3,75,21,12,87,R
3,73,21,11,86,R
3,75,21,11,86,R
3,73,21,11,85,R
3,75,21,12,86,R
3,75,21,11,87,R
3,75,20,12,85,R
3,74,21,11,85,R
3,74,20,12,85,R
3,73,21,11,87,R
3,73,21,11,85,R
3,75,20,11,86,R
3,74,20,11,85,R
3,73,20,11,85,R
3,74,20,12,85,R
3,75,20,11,84,R
3,74,21,12,86,R
3,73,20,11,86,R
3,75,20,12,84,R
3,73,21,12,86,R
3,73,20,11,87,R
3,74,20,11,84,R
3,75,20,12,86,R
3,73,21,12,85,R
3,75,20,11,84,R
3,74,20,12,87,R
3,75,21,12,84,R
3,75,20,12,87,R
3,74,20,12,87,R
3,75,21,12,87,R
3,73,21,11,84,R
3,73,21,11,87,R
3,74,20,12,86,R
3,75,20,12,85,R
3,75,21,11,86,R
3,73,21,12,87,R
3,75,21,11,85,R
3,73,21,11,84,R
3,73,21,12,86,R
3,74,21,11,87,R
3,75,20,12,86,R
3,73,20,11,84,R
3,73,20,11,84,R
3,75,20,11,84,R
3,74,20,12,86,R
3,74,21,12,84,R
3,74,20,12,84,R
3,75,20,11,84,R
3,75,20,11,84,R
3,74,21,12,87,R
3,75,20,11,84,R
3,74,21,12,85,R
3,73,20,12,86,R
3,74,20,11,85,R
3,74,21,11,87,R
3,74,21,11,87,R
3,73,21,12,84,R
3,74,21,11,86,R
3,73,21,12,85,R
3,74,20,12,86,R
3,74,20,11,86,R
3,75,21,11,86,R
3,75,20,11,84,R
3,73,21,11,85,R
3,74,21,12,85,R
3,73,21,11,87,R
3,73,21,11,84,R
3,75,21,11,85,R
3,73,20,11,85,R
3,75,21,12,84,R
3,74,20,11,87,R
3,75,20,12,85,R
3,74,21,12,85,R
3,74,21,11,87,R
3,73,21,12,86,R
3,75,21,11,86,R
3,73,21,12,87,R
3,73,20,12,86,R
3,75,20,11,87,R
3,75,21,12,86,R
3,75,20,11,87,R
3,75,20,12,85,R
3,75,20,12,86,R
3,73,21,12,84,R
3,75,21,11,85,R
3,75,21,12,86,R
3,75,21,11,86,R
3,74,21,12,85,R
3,73,20,11,85,R
3,74,21,12,84,R
3,73,20,11,87,R
3,74,20,12,87,R
3,73,21,11,87,R
3,74,20,12,87,R
3,74,20,11,87,R
3,74,21,11,86,R
3,74,21,11,85,R
3,75,21,12,85,R
3,75,20,11,86,R
3,75,20,12,84,R
3,73,20,12,85,R
3,75,20,12,86,R
3,75,20,11,85,R
3,73,21,12,84,R
3,75,21,12,86,R
3,73,21,11,87,R
3,75,20,12,84,R
3,75,20,12,87,R
3,74,21,11,84,R
3,73,21,11,87,R
3,74,21,12,87,R
3,73,21,12,87,R
3,74,20,12,84,R
3,74,21,12,87,R
3,74,20,11,84,R
3,73,21,12,86,R
3,75,20,12,85,R
3,73,21,12,84,R
3,73,20,12,86,R
3,75,21,12,85,R
3,73,20,11,86,R
3,74,20,11,85,R
3,75,20,12,87,R
3,75,20,11,85,R
3,73,20,11,86,R
3,74,20,12,84,R
3,73,21,12,86,R
3,75,21,11,84,R
3,74,21,11,85,R
3,75,20,12,86,R
3,75,21,12,85,R
3,73,20,12,84,R
3,74,20,11,84,R
3,74,20,12,86,R
3,75,21,12,86,R
3,74,21,12,85,R
3,75,21,12,87,R
3,75,20,12,86,R
3,73,21,11,87,R
3,75,20,12,86,R
3,74,20,12,86,R
3,73,20,12,86,R
3,73,20,12,85,R
3,73,21,12,85,R
3,73,21,11,85,R
3,74,20,12,84,R
3,75,20,12,87,R
3,74,20,11,85,R
3,73,20,11,85,R
3,75,20,12,87,R
3,74,20,12,86,R
3,74,21,11,84,R
3,73,20,11,84,R
3,73,20,11,85,R
3,74,20,11,86,R
3,74,20,11,87,R
3,73,20,11,86,R
3,74,21,12,85,R
3,73,20,12,85,R
3,75,20,11,87,R
3,75,20,12,86,R
3,73,21,11,85,R
3,74,20,12,86,R
3,74,20,11,84,R
3,74,21,12,86,R
3,74,20,11,85,R
3,74,20,11,84,R
3,74,20,11,84,R
3,75,20,11,87,R
3,73,21,12,87,R
3,74,21,11,85,R
3,73,20,12,86,R
3,74,20,11,85,R
3,74,20,12,85,R
3,75,21,11,84,R
3,74,20,11,85,R
3,75,21,11,87,R
3,74,20,11,87,R
3,75,21,12,84,R
3,73,20,12,87,R
3,74,20,12,85,R
3,74,20,11,87,R
3,75,20,12,85,R
3,74,20,11,86,R
3,73,21,12,84,R
3,73,20,12,86,R
3,73,20,12,84,R
3,74,21,12,85,R
3,73,20,12,86,R
3,75,21,11,84,R
3,75,21,12,87,R
3,73,20,11,85,R
3,75,20,11,85,R
3,73,20,12,86,R
3,75,20,12,84,R
3,75,21,12,87,R
3,75,20,11,85,R
3,74,20,11,86,R
3,75,20,11,84,R
3,75,20,12,84,R
3,73,20,12,87,R
3,73,20,11,84,R
3,74,21,11,87,R
3,74,21,12,87,R
3,74,21,11,84,R
3,75,20,12,84,R
3,73,20,12,86,R
3,74,21,12,86,R
3,74,20,12,86,R
3,74,21,11,84,R
3,73,20,11,86,R
3,74,20,12,86,R
3,74,20,12,87,R
3,73,20,11,86,R
3,73,20,12,86,R
3,73,20,12,86,R
3,73,21,12,86,R
3,75,20,11,85,R
3,75,21,11,84,R
3,73,21,12,85,R
3,75,20,12,85,R
3,75,21,12,84,R
3,75,21,12,85,R
3,73,21,11,85,R
3,73,20,11,84,R
3,74,21,12,87,R
3,73,20,12,86,R
3,73,20,11,85,R
3,75,21,11,86,R
3,75,20,11,85,R
3,73,20,12,86,R
3,73,20,12,87,R
3,74,21,11,87,R
3,74,21,12,84,R
3,73,20,11,87,R
3,75,20,12,86,R
3,73,20,12,85,R
3,74,21,12,86,R
3,75,20,11,84,R
3,75,21,11,85,R
3,73,21,11,86,R
3,74,21,12,86,R
3,74,20,12,87,R
3,73,21,11,86,R
3,73,21,11,84,R
3,74,21,11,86,R
3,74,21,12,86,R
3,73,21,11,86,R
3,73,21,11,85,R
3,73,21,12,87,R
3,73,20,11,84,R
3,75,20,11,87,R
3,74,20,11,86,R
3,74,20,11,87,R
3,73,21,12,86,R
3,74,20,12,85,R
3,73,20,12,84,R
3,75,20,11,85,R
3,74,21,12,87,R
3,73,20,11,87,R
3,75,20,11,85,R
3,75,20,12,84,R
3,73,20,12,84,R
3,73,20,11,85,R
3,74,21,11,85,R
3,73,21,12,87,R
3,75,20,12,84,R
3,74,20,12,87,R
3,75,20,12,84,R
3,74,20,11,86,R
3,75,21,11,87,R
3,74,21,12,84,R
3,73,20,11,86,R
3,75,21,12,85,R
3,73,20,11,87,R
3,75,20,11,86,R
3,75,21,12,85,R
3,75,21,11,85,R
3,74,20,12,85,R
3,75,20,12,84,R
3,73,21,12,84,R
3,75,20,11,85,R
3,73,21,12,87,R
3,74,20,12,84,R
3,74,21,12,85,R
3,74,21,11,85,R
3,74,21,11,84,R
3,73,21,11,85,R
3,75,20,11,84,R
3,74,21,11,85,R
3,74,21,12,87,R
3,75,21,11,87,R
3,74,21,12,85,R
3,74,20,12,85,R
3,74,21,12,85,R
3,74,21,12,87,R
3,74,20,12,86,R
3,75,20,12,84,R
3,74,21,11,87,R
3,74,20,12,86,R
3,74,21,12,85,R
3,73,20,11,86,R
3,73,20,12,86,R
3,75,21,11,87,R
3,75,20,12,86,R
3,75,20,12,84,R
3,73,20,12,87,R
3,73,21,12,84,R
3,75,20,12,87,R
3,73,21,12,87,R
3,74,21,12,84,R
3,74,21,12,87,R
3,74,21,11,87,R
3,74,21,11,86,R
3,74,21,12,87,R
3,73,21,12,84,R
3,73,20,12,86,R
3,73,21,11,87,R
3,74,20,12,84,R
3,75,21,11,87,R
3,74,20,11,86,R
3,75,21,11,86,R
3,75,21,11,84,R
3,73,21,11,87,R
3,73,21,12,87,R
3,73,21,11,87,R
3,74,21,11,84,R
3,73,21,12,87,R
3,75,20,11,86,R
3,75,20,11,84,R
3,74,21,11,86,R
3,75,21,11,85,R
3,73,20,12,85,R
3,74,21,11,87,R
3,75,20,12,85,R
3,75,21,12,87,R
3,74,20,12,85,R
3,73,20,12,86,R
3,75,20,12,84,R
3,74,20,11,85,R
3,73,21,12,84,R
3,73,20,12,84,R
3,73,21,11,86,R
3,75,20,11,87,R
3,74,20,12,86,R
3,74,21,12,84,R
3,74,20,11,84,R
3,75,21,12,86,R
3,74,21,11,85,R
3,73,20,11,87,R
3,75,20,12,85,R
3,73,20,12,87,R
3,74,20,12,86,R
3,74,21,11,86,R
3,75,21,12,84,R
3,73,20,12,84,R
3,73,20,11,84,R
3,74,21,11,84,R
3,73,20,11,85,R
3,74,20,11,87,R
3,75,20,12,84,R
3,73,20,11,85,R
3,73,20,11,86,R
3,74,20,11,86,R
3,75,21,11,86,R
3,73,21,12,84,R
3,73,20,11,87,R
3,73,20,11,87,R
3,74,20,12,84,R
3,73,21,11,84,R
3,75,21,11,87,R
3,73,20,12,86,R
3,73,21,11,84,R
3,75,21,12,86,R
3,75,21,12,84,R
3,73,20,12,85,R
3,74,20,12,85,R
3,75,21,11,87,R
3,75,20,11,87,R
3,73,21,11,84,R
3,75,20,12,87,R
3,75,21,11,85,R
3,75,21,11,86,R
3,74,21,12,87,R
3,73,20,11,85,R
3,73,20,11,85,R
3,73,20,11,84,R
3,75,21,12,86,R
3,74,20,12,85,R
3,75,20,12,86,R
3,73,20,12,85,R
3,73,21,12,87,R
3,74,21,12,84,R
3,75,21,11,86,R
3,75,20,12,85,R
3,75,20,12,86,R
3,73,21,12,86,R
3,73,21,11,85,R
3,75,21,12,84,R
3,73,21,12,84,R
3,75,21,11,85,R
3,74,21,11,84,R
3,75,21,12,86,R
3,74,20,12,84,R
3,74,20,11,87,R
3,75,21,11,87,R
3,74,21,11,86,R
3,73,21,11,86,R
3,73,20,12,85,R
3,73,20,11,85,R
3,73,20,12,86,R
3,74,21,12,86,R
3,74,21,11,85,R
3,73,21,11,85,R
3,75,21,12,84,R
3,74,20,12,84,R
3,73,20,11,85,R
3,75,20,11,87,R
3,74,21,12,86,R
3,75,20,12,86,R
3,75,21,12,85,R
3,73,21,12,87,R
3,75,21,12,87,R
3,73,20,11,85,R
3,73,20,12,86,R
15,6,5,4,13,Y
15,8,6,6,15,Y
15,6,6,6,15,Y
15,7,5,5,15,Y
15,8,6,4,18,Y
15,8,5,5,15,Y
15,6,5,6,13,Y
15,6,6,4,17,Y
15,7,6,5,15,Y
15,8,5,5,14,Y
15,6,6,6,13,Y
15,6,5,5,15,Y
15,6,6,6,17,Y
15,7,6,6,15,Y
15,7,6,6,17,Y
15,7,6,4,17,Y
15,6,5,4,13,Y
15,7,5,4,17,Y
15,6,6,6,16,Y
15,6,5,5,18,Y
15,8,5,5,16,Y
15,6,6,6,18,Y
15,7,6,6,16,Y
15,6,5,4,16,Y
15,8,5,5,14,Y
15,8,6,4,15,Y
15,6,5,4,15,Y
15,7,6,5,16,Y
15,8,5,6,18,Y
15,6,6,4,18,Y
15,6,5,4,16,Y
15,6,5,6,15,Y
15,7,6,6,14,Y
15,6,6,4,17,Y
15,6,5,4,18,Y
15,6,6,4,17,Y
15,8,6,5,13,Y
15,6,5,5,16,Y
15,6,6,4,13,Y
15,8,5,5,18,Y
15,8,6,6,14,Y
15,6,5,5,14,Y
15,8,6,6,17,Y
15,7,5,6,15,Y
15,6,6,5,17,Y
15,7,6,6,14,Y
15,6,5,4,17,Y
15,8,5,6,18,Y
15,8,5,4,15,Y
15,7,6,6,16,Y
15,7,5,4,15,Y
15,8,6,5,17,Y
15,8,6,6,16,Y
15,7,5,4,15,Y
15,8,5,6,16,Y
15,8,5,5,14,Y
15,8,5,4,18,Y
15,6,6,4,13,Y
15,6,5,6,18,Y
15,7,5,4,14,Y
15,8,6,5,17,Y
15,8,5,6,17,Y
15,6,5,4,15,Y
15,8,6,4,15,Y
15,8,5,4,15,Y
15,6,6,4,17,Y
15,8,5,5,18,Y
15,8,6,6,13,Y
15,7,6,4,18,Y
15,7,6,5,18,Y
15,8,5,6,16,Y
15,8,5,6,14,Y
15,8,5,6,13,Y
15,6,5,5,18,Y
15,6,5,5,15,Y
15,6,6,4,14,Y
15,6,5,5,13,Y
15,7,5,4,16,Y
15,6,5,4,14,Y
15,7,6,5,14,Y
15,7,6,6,13,Y
15,6,5,6,17,Y
15,6,5,4,13,Y
15,7,5,6,13,Y
15,6,6,5,16,Y
15,6,6,6,13,Y
15,8,6,4,14,Y
15,6,5,5,18,Y
15,6,6,6,14,Y
15,6,5,6,13,Y
15,8,5,5,13,Y
15,7,5,6,16,Y
15,8,5,6,14,Y
15,8,6,5,13,Y
15,6,5,5,16,Y
15,7,5,5,15,Y
15,7,5,6,13,Y
15,7,6,4,13,Y
15,7,5,5,15,Y
15,6,5,6,15,Y
15,8,6,5,13,Y
15,6,6,6,15,Y
15,7,5,4,18,Y
15,6,6,5,15,Y
15,7,5,4,14,Y
15,7,5,4,13,Y
15,8,6,6,17,Y
15,6,6,4,18,Y
15,8,5,4,13,Y
15,6,6,5,13,Y
15,8,5,4,14,Y
15,8,5,4,15,Y
15,7,5,4,14,Y
15,7,6,6,17,Y
15,7,6,4,16,Y
15,7,5,5,15,Y
15,6,6,6,13,Y
15,8,5,5,17,Y
15,6,6,6,18,Y
15,7,5,5,18,Y
15,8,6,5,16,Y
15,7,5,6,13,Y
15,7,5,4,18,Y
15,6,6,5,14,Y
15,6,6,5,14,Y
15,8,5,6,13,Y
15,6,5,6,15,Y
15,6,6,4,18,Y
15,6,6,5,15,Y
15,6,5,5,14,Y
15,6,6,6,15,Y
15,6,5,5,16,Y
15,8,6,4,18,Y
15,7,5,5,16,Y
15,8,5,4,17,Y
15,7,6,5,16,Y
15,8,6,5,15,Y
15,6,5,4,15,Y
15,7,6,4,15,Y
15,6,5,5,15,Y
15,6,6,5,16,Y
15,6,6,4,15,Y
15,6,6,4,14,Y
15,7,5,6,18,Y
15,6,6,4,18,Y
15,8,5,4,15,Y
15,8,6,4,14,Y
15,8,6,6,16,Y
15,6,5,4,17,Y
15,6,6,6,14,Y
15,7,6,6,13,Y
15,8,5,6,15,Y
15,7,5,5,15,Y
15,7,6,5,13,Y
15,7,6,6,18,Y
15,7,5,4,16,Y
15,7,6,6,16,Y
15,6,5,4,16,Y
15,7,5,4,17,Y
15,7,6,5,13,Y
15,6,5,5,14,Y
15,6,6,5,17,Y
15,7,6,4,18,Y
15,8,5,6,14,Y
15,6,5,4,13,Y
15,8,6,4,15,Y
15,6,6,6,14,Y
15,8,5,5,13,Y
15,7,6,5,15,Y
15,7,6,6,15,Y
15,6,5,4,16,Y
15,6,5,6,14,Y
15,7,6,6,13,Y
15,8,5,6,16,Y
15,7,5,4,17,Y
15,7,5,6,14,Y
15,6,5,6,15,Y
15,7,5,6,13,Y
15,7,5,4,15,Y
15,8,5,5,15,Y
15,6,5,6,18,Y
15,8,5,4,16,Y
15,6,6,6,14,Y
15,6,6,4,14,Y
15,6,6,4,16,Y
15,7,6,5,16,Y
15,6,5,5,16,Y
15,8,5,6,18,Y
15,6,6,5,18,Y
15,8,6,4,14,Y
15,6,6,4,15,Y
15,8,5,5,13,Y
15,7,5,5,15,Y
15,6,5,6,15,Y
15,8,5,4,18,Y
15,7,5,4,15,Y
15,7,5,5,15,Y
15,8,5,5,16,Y
15,7,6,4,16,Y
15,8,5,6,17,Y
15,8,6,4,14,Y
15,7,6,6,18,Y
15,8,5,5,13,Y
15,7,6,5,18,Y
15,6,6,4,16,Y
15,6,6,5,16,Y
15,7,5,5,18,Y
15,6,5,5,15,Y
15,7,6,5,13,Y
15,7,6,5,14,Y
15,7,6,5,15,Y
15,7,6,4,13,Y
15,8,6,5,17,Y
15,6,6,5,14,Y
15,6,6,6,16,Y
15,6,6,6,14,Y
15,8,6,4,17,Y
15,6,6,5,17,Y
15,7,6,5,16,Y
15,7,5,4,15,Y
15,7,5,4,14,Y
15,7,6,6,13,Y
15,7,5,6,16,Y
15,7,6,6,15,Y
15,7,5,6,14,Y
15,8,5,6,15,Y
15,7,5,6,13,Y
15,6,6,6,15,Y
15,6,6,6,14,Y
15,7,5,6,17,Y
15,6,6,4,14,Y
15,7,6,4,17,Y
15,7,6,4,16,Y
15,7,5,4,17,Y
15,8,6,6,13,Y
15,6,6,6,13,Y
15,7,5,6,18,Y
15,7,5,5,17,Y
15,8,5,5,14,Y
15,8,6,6,13,Y
15,7,5,4,18,Y
15,8,5,6,18,Y
15,8,5,5,14,Y
15,8,6,6,17,Y
15,7,5,6,18,Y
15,7,5,6,18,Y
15,7,6,5,14,Y
15,7,5,6,14,Y
15,6,6,4,16,Y
15,8,6,4,14,Y
15,8,6,4,18,Y
15,7,5,4,16,Y
15,7,5,5,17,Y
15,6,5,6,18,Y
15,6,5,6,15,Y
15,8,5,6,13,Y
15,8,6,4,15,Y
15,8,5,6,14,Y
15,6,5,4,18,Y
15,7,5,5,16,Y
15,8,6,6,16,Y
15,6,5,6,18,Y
15,7,6,6,16,Y
15,8,6,6,14,Y
15,6,6,5,14,Y
15,8,6,5,18,Y
15,8,5,6,14,Y
15,6,6,4,18,Y
15,7,6,5,14,Y
15,7,6,6,15,Y
15,8,6,4,17,Y
15,6,5,4,13,Y
15,8,6,4,14,Y
15,7,6,4,13,Y
15,8,5,4,15,Y
15,7,6,6,13,Y
15,6,5,6,18,Y
15,6,5,4,16,Y
15,6,5,5,13,Y
15,7,5,4,13,Y
15,6,5,5,18,Y
15,7,5,6,17,Y
15,8,5,6,14,Y
15,8,5,6,16,Y
15,6,6,4,14,Y
15,8,6,5,15,Y
15,7,6,6,14,Y
15,7,5,6,13,Y
15,7,6,5,14,Y
15,7,5,4,14,Y
15,7,5,4,14,Y
15,8,6,4,18,Y
15,6,6,6,15,Y
15,8,5,4,17,Y
15,8,6,4,16,Y
15,6,5,5,16,Y
15,6,6,6,17,Y
15,7,5,5,17,Y
15,7,5,5,17,Y
15,8,6,4,15,Y
15,7,6,6,15,Y
15,8,6,5,14,Y
15,6,6,5,14,Y
15,7,6,5,18,Y
15,7,5,6,18,Y
15,6,5,5,14,Y
15,8,6,5,16,Y
15,8,6,4,14,Y
15,6,5,4,18,Y
15,8,6,4,14,Y
15,6,5,6,15,Y
15,8,6,4,13,Y
15,7,6,6,15,Y
15,8,6,4,16,Y
15,8,5,6,17,Y
15,7,5,4,13,Y
15,8,6,5,18,Y
15,6,5,4,17,Y
15,7,6,5,14,Y
15,6,5,5,14,Y
15,7,6,5,17,Y
15,8,5,5,15,Y
15,8,5,5,15,Y
15,6,5,6,16,Y
15,7,5,6,14,Y
15,6,6,6,18,Y
15,7,5,5,14,Y
15,7,6,4,13,Y
15,6,6,5,18,Y
15,8,5,6,18,Y
15,6,5,4,13,Y
15,8,5,4,13,Y
15,7,5,4,17,Y
15,8,5,4,15,Y
15,8,5,6,17,Y
15,6,6,5,15,Y
15,6,6,4,14,Y
15,6,5,6,15,Y
15,8,6,6,17,Y
15,6,5,5,16,Y
15,6,6,6,15,Y
15,7,5,6,14,Y
15,6,5,5,17,Y
15,8,6,4,18,Y
15,7,6,6,17,Y
15,6,5,5,16,Y
15,8,6,6,15,Y
15,7,5,6,13,Y
15,6,5,6,17,Y
15,8,5,6,16,Y
15,7,5,5,16,Y
15,7,6,5,14,Y
15,7,5,4,18,Y
15,7,5,4,13,Y
15,8,6,4,18,Y
15,7,5,6,18,Y
15,8,5,6,14,Y
15,7,6,6,14,Y
15,8,6,5,17,Y
15,7,6,6,18,Y
15,6,6,4,13,Y
15,8,6,6,16,Y
15,7,6,5,15,Y
15,6,5,5,16,Y
15,8,5,5,13,Y
15,6,6,6,13,Y
15,8,6,6,14,Y
15,7,5,6,16,Y
15,7,6,5,13,Y
15,6,6,6,18,Y
15,6,5,4,13,Y
15,6,6,6,13,Y
15,8,6,4,17,Y
15,6,5,5,16,Y
15,7,6,4,14,Y
15,7,6,5,16,Y
15,7,6,6,15,Y
15,8,5,4,14,Y
15,8,5,5,18,Y
15,6,5,4,13,Y
15,7,5,5,18,Y
15,6,6,4,16,Y
15,7,6,4,16,Y
15,8,5,4,18,Y
15,6,6,6,16,Y
15,7,6,5,18,Y
15,6,5,4,18,Y
15,6,6,6,17,Y
15,7,5,5,14,Y
15,8,5,4,17,Y
15,6,5,4,15,Y
15,7,6,4,17,Y
15,6,5,6,17,Y
15,8,6,4,14,Y
15,8,5,5,18,Y
15,7,6,6,18,Y
15,8,6,4,15,Y
15,6,6,4,13,Y
15,7,6,4,17,Y
15,6,5,6,17,Y
15,8,6,6,17,Y
15,7,6,5,18,Y
15,8,6,5,16,Y
15,8,5,5,15,Y
15,6,6,4,14,Y
15,6,5,6,16,Y
15,6,6,4,13,Y
15,7,6,4,16,Y
15,7,6,4,16,Y
15,6,5,5,18,Y
15,6,6,4,16,Y
15,8,5,5,16,Y
15,8,5,4,18,Y
15,8,5,5,18,Y
15,6,6,6,13,Y
15,6,5,5,13,Y
15,6,6,5,13,Y
15,8,6,6,14,Y
15,6,6,5,15,Y
15,7,5,5,13,Y
15,7,6,6,15,Y
15,7,5,4,17,Y
15,7,6,4,15,Y
15,7,5,5,13,Y
15,6,5,4,15,Y
15,7,6,5,17,Y
15,7,6,5,14,Y
15,7,6,6,16,Y
15,6,5,4,14,Y
15,6,6,5,13,Y
15,6,5,5,14,Y
15,8,5,6,16,Y
15,7,6,6,15,Y
15,8,6,5,16,Y
15,8,5,6,13,Y
15,6,5,6,18,Y
15,8,5,6,16,Y
15,7,5,6,13,Y
15,8,5,5,13,Y
15,6,5,6,16,Y
15,8,5,6,17,Y
15,6,5,4,13,Y
15,8,6,6,18,Y
15,8,6,5,15,Y
15,6,6,4,14,Y
15,6,6,6,17,Y
15,8,6,6,18,Y
15,7,5,5,14,Y
15,6,6,4,17,Y
15,6,5,6,15,Y
15,8,6,4,16,Y
15,6,6,5,16,Y
15,8,5,6,16,Y
15,7,6,5,18,Y
15,8,6,4,13,Y
15,8,6,4,16,Y
15,7,6,6,15,Y
15,8,5,6,16,Y
15,6,5,4,15,Y
15,6,6,5,14,Y
15,8,6,5,16,Y
15,7,6,6,15,Y
15,7,6,4,17,Y
15,7,6,6,14,Y
15,6,6,6,18,Y
15,6,6,4,14,Y
15,6,6,4,17,Y
15,7,6,4,17,Y
15,6,6,4,14,Y
15,6,6,6,17,Y
15,8,5,5,18,Y
15,8,6,5,13,Y
15,7,5,6,17,Y
15,6,6,6,14,Y
15,8,5,4,18,Y
15,8,5,4,13,Y
15,8,6,6,17,Y
15,7,6,4,18,Y
15,6,6,4,17,Y
15,8,6,5,16,Y
15,8,6,6,14,Y
15,6,5,6,15,Y
15,7,5,5,15,Y
15,7,5,6,14,Y
15,7,5,6,15,Y
15,7,6,4,14,Y
15,8,6,4,14,Y
15,6,5,5,17,Y
15,8,6,6,17,Y
15,6,6,5,14,Y
15,8,6,6,15,Y
15,7,6,5,13,Y
15,7,6,5,14,Y
15,7,5,4,18,Y
15,8,5,5,13,Y
15,7,6,6,18,Y
15,6,5,6,13,Y
15,7,5,5,14,Y
15,7,5,6,18,Y
15,6,6,6,17,Y
15,6,5,5,17,Y
15,7,6,6,18,Y
15,6,6,5,17,Y
15,8,6,5,16,Y
15,8,6,4,15,Y
15,7,5,5,18,Y
15,7,6,4,18,Y
15,7,6,6,16,Y
15,8,5,4,15,Y
15,7,6,4,17,Y
15,8,5,6,16,Y
15,6,5,5,18,Y
15,6,6,4,18,Y
15,7,6,4,15,Y
15,6,6,5,16,Y
15,6,6,4,18,Y
15,7,6,4,16,Y
15,6,6,6,16,Y
15,6,6,5,17,Y
15,7,5,5,13,Y
15,6,6,5,16,Y
15,7,6,4,17,Y
15,7,5,5,14,Y
15,8,5,6,15,Y
15,8,5,5,13,Y
15,6,6,4,15,Y
15,8,5,5,13,Y
15,6,5,4,16,Y
15,6,6,5,17,Y
15,7,6,5,17,Y
15,7,6,6,15,Y
15,6,6,5,17,Y
15,8,5,6,15,Y
15,6,5,5,14,Y
15,8,6,6,13,Y
15,6,6,6,18,Y
15,6,6,5,17,Y
15,8,6,6,16,Y
15,7,5,4,17,Y
15,6,6,4,14,Y
15,6,5,4,18,Y
15,8,5,5,18,Y
15,8,6,4,16,Y
15,7,6,4,18,Y
15,7,5,5,14,Y
15,8,5,6,16,Y
15,7,6,5,15,Y
15,7,5,6,14,Y
15,8,5,4,18,Y
15,8,6,6,16,Y
15,6,6,5,17,Y
15,6,5,5,17,Y
15,8,6,6,13,Y
15,8,5,6,16,Y
15,7,5,6,15,Y
15,6,6,4,17,Y
15,6,5,4,14,Y
15,8,6,5,17,Y
15,7,5,5,13,Y
15,8,5,5,13,Y
15,8,5,5,14,Y
15,8,6,5,18,Y
15,7,5,5,13,Y
15,8,6,4,15,Y
15,8,6,6,17,Y
15,8,5,6,15,Y
15,6,6,4,16,Y
15,7,6,6,18,Y
15,7,5,5,14,Y
15,6,6,4,17,Y
15,8,6,5,15,Y
15,7,5,4,15,Y
15,7,5,5,18,Y
15,6,5,6,14,Y
15,8,6,6,16,Y
15,8,5,6,14,Y
15,8,6,5,15,Y
15,7,5,5,17,Y
15,7,6,4,15,Y
15,7,5,4,13,Y
15,8,6,6,14,Y
15,6,6,6,16,Y
15,7,6,5,13,Y
15,6,5,6,15,Y
15,7,6,4,15,Y
15,6,5,4,13,Y
15,7,5,5,18,Y
15,7,6,6,13,Y
15,6,6,5,17,Y
15,6,5,4,13,Y
15,7,6,6,18,Y
15,6,5,5,15,Y
15,7,6,5,14,Y
15,8,6,4,14,Y
15,8,5,5,16,Y
15,7,6,6,17,Y
15,8,5,6,16,Y
15,7,5,6,16,Y
15,6,6,6,18,Y
15,7,6,5,13,Y
15,8,6,4,18,Y
15,8,5,4,18,Y
15,8,6,6,17,Y
15,6,5,5,17,Y
15,8,5,4,18,Y
15,8,5,6,17,Y
15,8,6,5,16,Y
15,7,6,5,18,Y
15,8,6,6,13,Y
15,6,6,5,15,Y
15,8,5,6,15,Y
15,7,5,6,17,Y
